ex:peak_caa003a_19	Mode 19 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_19	ex:intval_caa003a_19
ex:peak_caa003a_20	Mode 20 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_20	ex:intval_caa003a_20
ex:peak_caa003a_21	Mode 21 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_21	ex:intval_caa003a_21
ex:peak_caa003a_22	Mode 22 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_22	ex:intval_caa003a_22
ex:peak_caa003a_23	Mode 23 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_23	ex:intval_caa003a_23
ex:peak_caa003a_24	Mode 24 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_24	ex:intval_caa003a_24
ex:peak_caa003a_25	Mode 25 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_25	ex:intval_caa003a_25
ex:peak_caa003a_26	Mode 26 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_26	ex:intval_caa003a_26
ex:peak_caa003a_27	Mode 27 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_27	ex:intval_caa003a_27
ex:peak_caa003a_28	Mode 28 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_28	ex:intval_caa003a_28
