ID	Label	Type	used	generated	wasGeneratedBy	fileURL	sha256	hasMethod	hasBasisSet	hasSolvent	hasSolvationModel	hasRuntyp	hasHssend
ex:file_caa005b-cl-atom-extfil-test_log	Output log caa005b-cl-atom-extfil-test	ex:LogFile			ex:exp_caa005b-cl-atom-extfil-test	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa005b-cl-atom-extfil-test.log	6878d6e9ead63c4d4602724640998fe83a79b4ce8b68d239b47360c6e16196ef						
													
ex:exp_caa005b	Vibrational analysis caa005b	gc:VibrationalAnalysis	ex:file_caa005b_inp	ex:file_caa005b_dat|ex:file_caa005b_log				wB97X-D	6-21G+(p)	water	PCM	OPTIMIZE	true
ex:file_caa005b_inp	Input file caa005b	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa005b.inp	1942047a15629e372d8c58de16990800bff63fec01a521debad80250beb00819						
ex:file_caa005b_dat	Output data caa005b	ex:DataFile			ex:exp_caa005b								
ex:file_caa005b_log	Output log caa005b	ex:LogFile			ex:exp_caa005b	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa005b.log	7cc41b3198a85bafb39a61fe3cd0fe3125bbfeed866dc5eb0497338a96481198						
													
ex:exp_caa005bIRC-def2svp-test	Vibrational analysis caa005bIRC-def2svp-test	gc:VibrationalAnalysis	ex:file_caa005bIRC-def2svp-test_inp	ex:file_caa005bIRC-def2svp-test_dat|ex:file_caa005bIRC-def2svp-test_log					Basis set specified in $DATA block - not automatically extracted			OPTIMIZE	true
ex:file_caa005bIRC-def2svp-test_inp	Input file caa005bIRC-def2svp-test	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa005bIRC-def2svp-test.inp	dc14fa71db61003c2e2dfb3c9c77eabfdc8828442358aad9076a3d007421b9c9						
ex:file_caa005bIRC-def2svp-test_dat	Output data caa005bIRC-def2svp-test	ex:DataFile			ex:exp_caa005bIRC-def2svp-test								
ex:file_caa005bIRC-def2svp-test_log	Output log caa005bIRC-def2svp-test	ex:LogFile			ex:exp_caa005bIRC-def2svp-test	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa005bIRC-def2svp-test.log	87a4b669f8ae7dbdad8fa7e02cb042e83c224e1b68e0b88feeef826e83964ee0						
													
ex:exp_caa005bIRC-pcseg2-test	Vibrational analysis caa005bIRC-pcseg2-test	gc:VibrationalAnalysis	ex:file_caa005bIRC-pcseg2-test_inp	ex:file_caa005bIRC-pcseg2-test_dat|ex:file_caa005bIRC-pcseg2-test_log				wB97X-D	Custom/mixed basis (BASNAM) - see input file			OPTIMIZE	true
ex:file_caa005bIRC-pcseg2-test_inp	Input file caa005bIRC-pcseg2-test	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa005bIRC-pcseg2-test.inp	1a12f8d7a4ac45712631229b809f51c66382fdb23f6e1960c6c15172b5cea4b5						
ex:file_caa005bIRC-pcseg2-test_dat	Output data caa005bIRC-pcseg2-test	ex:DataFile			ex:exp_caa005bIRC-pcseg2-test								
ex:file_caa005bIRC-pcseg2-test_log	Output log caa005bIRC-pcseg2-test	ex:LogFile			ex:exp_caa005bIRC-pcseg2-test	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa005bIRC-pcseg2-test.log	49880f5c47a727c7fdbe4bb6b2574457f8d540909f614af44b2aa0160a6f6aa5						
													
ex:exp_caa005bIRC-trimmedTZVPP-test	Vibrational analysis caa005bIRC-trimmedTZVPP-test	gc:VibrationalAnalysis	ex:file_caa005bIRC-trimmedTZVPP-test_inp	ex:file_caa005bIRC-trimmedTZVPP-test_dat|ex:file_caa005bIRC-trimmedTZVPP-test_log					Custom/mixed basis (BASNAM) - see input file			OPTIMIZE	true
