ID	Label	Type	hasIndex	hasPathEnergy
ID	LABEL	TYPE	I gc:hasIndex	I gc:hasPathEnergy
ex:pathpoint_aa001e_133	Path point 133 (backward) aa001e	gc:ReactionPathPoint	133	ex:pathenergy_aa001e_133
ex:pathpoint_aa001e_134	Path point 134 (backward) aa001e	gc:ReactionPathPoint	134	ex:pathenergy_aa001e_134
ex:pathpoint_aa001e_135	Path point 135 (backward) aa001e	gc:ReactionPathPoint	135	ex:pathenergy_aa001e_135
ex:pathpoint_aa001e_136	Path point 136 (backward) aa001e	gc:ReactionPathPoint	136	ex:pathenergy_aa001e_136
ex:pathpoint_aa001e_137	Path point 137 (backward) aa001e	gc:ReactionPathPoint	137	ex:pathenergy_aa001e_137
ex:pathpoint_aa001e_138	Path point 138 (backward) aa001e	gc:ReactionPathPoint	138	ex:pathenergy_aa001e_138
ex:pathpoint_aa001e_139	Path point 139 (backward) aa001e	gc:ReactionPathPoint	139	ex:pathenergy_aa001e_139
ex:pathpoint_aa001e_140	Path point 140 (backward) aa001e	gc:ReactionPathPoint	140	ex:pathenergy_aa001e_140
ex:pathpoint_aa001e_141	Path point 141 (backward) aa001e	gc:ReactionPathPoint	141	ex:pathenergy_aa001e_141
ex:pathpoint_aa001e_142	Path point 142 (backward) aa001e	gc:ReactionPathPoint	142	ex:pathenergy_aa001e_142
ex:pathpoint_aa001e_143	Path point 143 (backward) aa001e	gc:ReactionPathPoint	143	ex:pathenergy_aa001e_143
ex:pathpoint_aa001e_144	Path point 144 (backward) aa001e	gc:ReactionPathPoint	144	ex:pathenergy_aa001e_144
ex:pathpoint_aa001e_145	Path point 145 (backward) aa001e	gc:ReactionPathPoint	145	ex:pathenergy_aa001e_145
ex:pathpoint_aa001e_146	Path point 146 (backward) aa001e	gc:ReactionPathPoint	146	ex:pathenergy_aa001e_146
ex:pathpoint_aa001e_147	Path point 147 (backward) aa001e	gc:ReactionPathPoint	147	ex:pathenergy_aa001e_147
ex:pathpoint_aa001e_148	Path point 148 (backward) aa001e	gc:ReactionPathPoint	148	ex:pathenergy_aa001e_148
ex:pathpoint_aa001e_149	Path point 149 (backward) aa001e	gc:ReactionPathPoint	149	ex:pathenergy_aa001e_149
